label,sentence,label_id
negative,"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",1
neutral,AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,2
negative,"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .",1
positive,"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",0
neutral,"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said .",2
neutral,Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor .,2
neutral,The manufacturing will begin in Pietarsaari in the beginning of the year 2009 and the delivery will take place in October 2009 .,2
neutral,"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .",2
positive,"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''",0
neutral,"Aspo 's strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors .",2
positive,"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .",0
neutral,The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa .,2
positive,Lean System supports change management and component purchasing extremely well .,0
positive,"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",0
negative,The acquisition of +_landsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,1
neutral,Pharmaceuticals - Czech Republic This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Czech Republic .,2
neutral,18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,2
neutral,South America and Asia are other promising markets .,2
neutral,"ALEXANDRIA , Va. , Aug. 27 -- Timo Vataja of Tampere , Finland , Virve Inget of Oulu , Finland , have developed a computer program product with activating the right of use .",2
neutral,It helps our stakeholders get a better understanding of our operations and the challenges in stainless steel business .,2
neutral,The credit covers approximately 70 % of the ship 's price .,2
neutral,"The 19,200-square metre technology center is located near University of Tampere in central Tampere .",2
neutral,"ADP News - Jan 13 , 2009 - Finnish industrial and environmental measurement equipment maker Vaisala Oyj OMX : VAIAS said yesterday it will develop an operational reference radiosonde for climate change observations .",2
neutral,The shipyard hopes the regional government in Andalusia can offer its some form of financial support .,2
neutral,Basware finances the acquisition with a bank loan .,2
negative,Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso .,1
neutral,It is the first application in the market for invoice and purchase requisition approval with a mobile device .,2
neutral,"Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+Ænge , by the turn of the month March-April 2008 .",2
negative,Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,1
positive,"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",0
positive,20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,0
negative,"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .",1
neutral,The Insolvency Act regulates the amount of debt that borrowers are permitted to write off .,2
neutral,"In addition , the company is considering the start of production in Russia .",2
neutral,The phones are targeted at first time users in growth markets .,2
neutral,Sanoma will continue to focus on investing in digital media and on strengthening its market positions .,2
neutral,"The plant is scheduled for completion in late February 2007 with hand over of some areas in January Two other suppliers of Nokia - Aspocomp Group Oyj and Perlos - have announced their plans to establish plants within the Nokia complex Together , they will invest Rs 365 crore .",2
negative,They will cover all Forest Industry 's units and employees in Finland and concern temporary and permanent lay-offs .,1
neutral,The value of orders on hand totaled EUR 237.1 mn .,2
positive,"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",0
negative,"Metso Foundries Jyvaskyla , Inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in Jyvaskyla , Finland .",1
neutral,"Pulkovo park will be ready in 2016 , its first stage of 23,000 sq. m. will be finished in the first quarter of 2010 .",2
neutral,"In beers , Olvi retained its market position .",2
neutral,`` Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development .,2
positive,"`` We are proud to welcome another distribution facility to north Mississippi and the region known as the logistics center of the United States , '' said Gray Swoope , executive director of MDA .",0
neutral,"Thanks to the development of a system that enables it to trace the origin of all the palm oil that it uses , it knows exactly where and how its palm oil has been produced .",2
neutral,Currency conversions are based on exchange rates at the time of the deal .,2
positive,"Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE .",0
positive,"Mika Stahlberg , VP F-Secure Labs , said , `` We are excited and proud that F-Secure has been recognized by AV-Comparatives as the Product of the Year .",0
neutral,"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .",2
neutral,"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .",2
neutral,"The Economic Development and Trade Ministry and Industry and Energy Ministry , along with the Kostroma regional administration and the Russian Lumberman and Timber Exporters Union , has been carrying out work to acquire investment for the construction of a pulp and paper mill in Neya since 2003 .",2
positive,fi is developing cooperation in keyword advertising with Microsoft .,0
negative,"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .",1
neutral,The company does not at present hold any of its own shares .,2
neutral,Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .,2
positive,"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki .",0
neutral,Why put up costly cell phone towers in thinly populated areas when a few balloons would do ?,2
positive,"The buyer aims to thus reinforce its position in Denmark , Martela Group managing director Heikki Martela said .",0
neutral,"The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will finish by the end of the year .",2
positive,Operating profit margin increased from 11.2 % to 11.7 % .,0
neutral,The handset maker did not disclose any financial details .,2
neutral,Radiation and today is a full service house expert in radiation and nuclear safety issues .,2
positive,"Finland 's Nokian Tyres and Kazakhstan 's Ordabasy Corporation signed an agreement to build a plant in Astana to produce car tires , Ordabasy chairman Dinmukhamet Idrisov said at a press conference .",0
neutral,`` I see my new post as an inspiring challenge .,2
neutral,Marathon estimates the value of its remaining stake in Protalix at $ 27 million .,2
neutral,The last job losses related to these reductions will take place during 2010 .,2
positive,"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",0
neutral,"As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt .",2
positive,Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,0
negative,"Currently , the company foresees its pre-tax profit to remain below the 2009 level when it reached EUR 700,000 USD 934,000 , compared with previous projections of a slightly better pre-tax profit .",1
neutral,"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",2
neutral,"Last year , the firm also acquired Realprojekti Oy , a real estate development company , to advise CapMan on its property activities .",2
positive,Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,0
neutral,"In Finland , export industry forms a large clientele for the packaging industry .",2
positive,"Exel Composites ' long-term growth prospects remain favourable , however .",0
neutral,"The segment has an annual revenue of approximately EUR400m , the company said .",2
positive,`` The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . '',0
negative,"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",1
positive,"Nokia will continue to invest in future development of Qt for the benefit of all users , both Commercial and LGPL .",0
neutral,"Telecom has a foreign investment limit of 74 % , but it appears that mobile VAS does not , which means that Tecnomen can pick up as much as 96.6 % .",2
neutral,"In 2007 , almost two thirds of Orion 's net sales came from these drugs .",2
neutral,"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",2
positive,`` We are proud to contribute to the creation of a world-class airport facility with KONE 's innovative People Flow TM solutions .,0
positive,"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",0
positive,"In a release , the Company said that Vocollect T2 customers in North America can now take advantage of its Voice Directed Warehousing solution and increase warehouse efficiency and productivity gains at a discounted price .",0
positive,"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations .",0
neutral,The Finnish paints company acquired the remaining 49 pct that it did not own from Ukraine 's LGU for an undisclosed sum .,2
neutral,"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",2
neutral,"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .",2
negative,Sales by Seppala diminished by 6 per cent .,1
neutral,"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",2
neutral,"It would be premature to talk about dates , volume and the investment procedure , '' he said .",2
positive,Finnish operator Elisa and Aker Yards have signed a long-term service deal through which Elisa will deliver all necessary voice and data services for Aker Yards in Finland .,0
neutral,The machines will cease production by the end of February 2007 .,2
neutral,No financial details were revealed .,2
negative,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",1
negative,"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",1
positive,"KAUKO-TELKO LTD PRESS RELEASE 19.06.2007 AT 14.00 1 ( 1 ) Telko Group ( Kauko-Telko ) is expanding its strategic partnership with BP Industrial Lubricants & Services ( BP ILS ) by acquiring total ownership of BP 's Swedish retail company , Molub-Alloy AB .",0
negative,"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",1
positive,"The contract covers HDO platform , AC800 and CXE880 optical Fttb nodes designed to increase the forward and return path capacity of the transmission networks .",0
neutral,"The talks concerned about 160 people in Finland and the initial estimate was for about 35 redundancies , Fiskars said .",2
neutral,"The Board of Directors proposes to the Shareholders ' Meeting on 18 March 2010 that the company would pay dividend for the financial year January 1 - December 31 , 2009 , EUR 0.02 per share .",2
neutral,After that the two companies sat down and sewed up the present deal .,2
neutral,Closing of such transaction took place today .,2
neutral,The new units should become one of the largest ones within the company .,2
neutral,The beers differ slightly from mainstream beers .,2
neutral,"Simultaneously with this merger plan another merger plan has been signed , according to which Suomen Projektivuokraus Oy , a subsidiary of VTM-Rakennuskonevuokraamo Oy , would be merged with VTM-Rakennuskonevuokraamo Oy .",2
neutral,New Novator products are supposed to be exported .,2
neutral,The company plans to increase the unit 's specialist staff to several dozen -- depending on the market situation during 2010 .,2
neutral,Swedish Wallenberg family controlled Investor has bought a large stake of C shares in Swedish retail bank SEB .,2
neutral,"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk .",2
neutral,"Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007 .",2
neutral,Tikkurila acquired a majority stake in Kolorit Paints in the autumn of 2004 .,2
neutral,From Merisatama to the far corners of the world Asfaltti Osakeyhti+¦ Lemmink+Æinen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor .,2
neutral,"The hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal .",2
neutral,The terms of the transactions remained undisclosed .,2
neutral,"`` This agreement is a direct result of LCC 's strategy and plan that was announced earlier this year , '' said Dean Douglas , LCC 's chief executive officer .",2
neutral,The webcast may be followed online on the company website at www.ruukki.com/investors .,2
positive,New product launches in Finland will more than double from 2005 .,0
neutral,"UPM is the biggest producer of magazine paper in Europe , with a market share of over 30 pct , and it is likely to say that prices in the segment were at best flat during the quarter , analysts said .",2
neutral,The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,2
negative,Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,1
neutral,"Following the increase , Huhtamaki Oyj 's registered share capital is EUR 358,706,290.00 and the number of shares outstanding is 105,501,850 .",2
neutral,Mobile communication and wireless broadband provider Nokia Inc NYSE : NOK today set new financial targets and forecasts for Nokia and the mobile device industry and also for Nokia Siemens Networks and the mobile and fixed infrastructure and related services market .,2
positive,Latvenergo has ordered a significant expansion to the Tekla Xpower network information system .,0
neutral,Finnish bank Alandsbanken said Monday it will buy the Swedish operations of Iceland 's troubled Kaupthing Bank for 414 million kronor $ 49.5 million in cash .,2
positive,Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,0
neutral,- Moody 's said it gave P A1 long-term senior unsecured and P P-1 short-term debt ratings to Finnish lender Aktia Bank 's EUR1bn USD1 .4 bn euro medium-term note EMTN program of 25 March 2011 .,2
positive,Espoon kaupunki awarded contracts for personal care products .,0
neutral,"When new types of network elements are added to the network , the conversion file is updated by adding the information required for converting the message format of the new network element type to the format understood by the management system .",2
negative,"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",1
neutral,BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .,2
neutral,GET MIDNIGHTTRADER IN REALTIME : This report is delayed .,2
neutral,The four-year contract between the bank and Ski Sport Finland will bring the bank 's advertisements to skiers helmets and caps .,2
positive,"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless .",0
positive,"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn .",0
positive,"Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon as a global AC drives supplier is that it has service and support centres in the same countries where Glaston operates .",0
neutral,` The investment in Matka-Vekka has been reasonable for investors in CapMan funds . ',2
positive,"Fiskars , the World 's 1 Scissors Brand TM , recently won Learning - Magazine 's 2011 Teachers ' Choice Award for the Classroom .",0
neutral,The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds .,2
positive,"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .",0
neutral,"Further concrete cooperation is also carried out through various projects , doctoral theses and diploma dissertations .",2
positive,"We warmly welcome him to Satama '' , states Jussi Lansio , chairman of the Board .",0
positive,"` For Nordea , moving into the new headquarters signifies the beginning of a new era .",0
neutral,The volume of investments in the two phases of the project is estimated at USD 300mn ( EUR 215.03 mn ) .,2
neutral,"This implementation will upgrade the existing system , enabling voicemail and video mail to be housed on the same platform .",2
positive,Sales of clothing developed best .,0
neutral,Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .,2
negative,"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",1
neutral,"`` Each year , personal entertainment plays a more significant role in determining whether a fitness facility 's workout experience is pleasurable or a chore , '' said Brian Wilson , director of marketing for Precor 's Entertainment & Services Division .",2
neutral,"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry .",2
positive,"The GeoSolutions technology will leverage Benefon 's GPS solutions by providing Location Based Search Technology , a Communities Platform , location relevant multimedia content and a new and powerful commercial model .",0
positive,"The circuit 's overall production rate on a weekly basis is now in excess of an average of 40,000 tonnes per day , with volumes in excess of 50,000 tonnes per day being reached on individual days .",0
neutral,"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares .",2
neutral,"Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system .",2
positive,"As a domestic business , Best-In is already close to Finnish dog owners .",0
neutral,No planned closing date was provided .,2
neutral,"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",2
neutral,Part of the reductions will be made through retirement arrangements .,2
negative,"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",1
positive,"In the autumn , it plans to expand service to St. Petersburg and Moscow and launch service to Yekaterinburg , Russia , flying there three times a week .",0
neutral,We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,2
neutral,"`` We will now , after the relevant authority approvals , make a mandatory bid as required by the Finnish Securities Markets Act .",2
neutral,"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction .",2
neutral,Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,2
negative,"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat .",1
neutral,"In 2006 , TeliaSonera net sales were SEK 91 bn , EBITDA was SEK 32.266 bn , net income was SEK 19.28 bn .",2
neutral,Finnish Civil Aviation Administration decided to temporarily reopen Finnish capital 's Helsinki airport since 3 p.m. to 11 p.m. Monday local time .,2
neutral,Finnish construction company YIT HEL : YTY1V said it had agreed to take over German facility engineering and facility systems firm Caverion for EUR73m USD90 .3 m .,2
neutral,"U.S.-based T Corp. is in talks with Scandinavian telecoms company TeliaSonera to sell its stake in Uzbek cellular operator Coscom , an executive at Coscom told Interfax .",2
neutral,The incident happened at 2:30 p.m. on Avenue 192 at Road 196 .,2
neutral,Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas .,2
neutral,The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District .,2
positive,CEO Erkki J+Ærvinen is happy with the company 's performance in 2010 .,0
neutral,"In the Baltic countries , Atria 's target is organic growth .",2
neutral,The company is listed on the Nordic Exchange in Helsinki .,2
neutral,The orders are part of a long-term development plan of Latvijas Finieris .,2
neutral,"Wayne Greensmith , Fiskars Brands UK senior brand manager , said : `` We have launched this as we want to give something back to the community .",2
neutral,The value of the contract is EUR 25mn .,2
negative,Prices and delivery volumes of broadband products decreased significantly in 2005 .,1
positive,"According to the company , its operating profit , excluding non-recurring items , in the fourth quarter of 2009 was significantly better than expected , and also better than the figures for the fourth quarter of 2008 .",0
positive,Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,0
positive,"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",0
positive,"In addition , Kone signed a two-year maintenance contract for the escalators .",0
neutral,The markets expect Heineken to sell Hartwall as a whole or in parts .,2
neutral,"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .",2
neutral,"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .",2
negative,"Net sales of the Paper segment decreased to EUR 221.6 mn in the second quarter of 2009 from EUR 241.1 mn in the second quarter of 2008 , while operating profit excluding non-recurring items rose to EUR 8.0 mn from EUR 7.6 mn .",1
neutral,"Now , Nokia has announced the launch of Bicycle Charger Kit that is compatible with all Nokia phones that have a 2 mm charging interface .",2
neutral,"In April 2005 , Neste separated from its parent company , Finnish energy company Fortum , and became listed on the Helsinki Stock Exchange .",2
negative,- The Group - s result before taxes was EUR -1.9 ( -3.0 ) million .,1
positive,The company intends to raise production capacity in 2006 .,0
positive,"The pilot project proved that RIFD technology is ideal for our purposes '' , comments Olli Saarinen , Material Handling Supervisor at Yara .",0
neutral,Recently the company decided to build a second identical plant at the same site due to be commissioned toward the end of 2008 .,2
neutral,"Foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries .",2
neutral,"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 .",2
negative,Scanfil issued a profit warning on 10 April 2006 .,1
neutral,"TVO 's two-unit 1,740 MW Olkiluoto plant generated 14.2 TWh with an operating ratio across both reactors of 93.5 % , which the company described as `` high by international standards '' .",2
neutral,Sponda plans to renovate old real estate and develop new property .,2
positive,"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",0
neutral,"Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",2
positive,Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,0
positive,"However , the proportion of the paid standing orders grew in 2009 .",0
neutral,The writing and publication of Lemmink+Æinen - s history is a continuation of earlier collaboration between Antti Tuuri and the company .,2
positive,The new technology improves the glass quality and consistency while increasing throughput .,0
neutral,"The company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories .",2
positive,CDLI highlights the companies that provided the most comprehensive response to the Carbon Disclosure Project CDP information request .,0
neutral,The order was worth EUR 8mn .,2
positive,"SOUTHFIELD , Mich. -- Central Corporate Credit Union will again distribute patronage dividends to members by waiving all service fees incurred during the months of July and November 2008 , to the tune of an estimated $ 1 million .",0
positive,"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",0
neutral,The winners included the Honda Odyssey for minivan and the Nissan Armada for large SUV .,2
neutral,"The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million .",2
positive,The executive group will participate in the adjustments with a fixed-term 5 % salary cut .,0
positive,"For the last quarter of 2010 , Componenta 's net sales doubled to EUR131m from EUR76m for the same period a year earlier , while it moved to a zero pre-tax profit from a pre-tax loss of EUR7m .",0
neutral,The company expects meat purchases to remain at about 8mn kilos in 2011 .,2
neutral,The new shares entitle their holders to dividends for fiscal 2006 .,2
neutral,"Currently , the plant operates on full capacity .",2
neutral,Finnish department store group Stockmann is planning to acquire about EUR 141mn through a directed issue and a rights offering .,2
neutral,"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .",2
neutral,"Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate .",2
neutral,Bioheapleaching makes extraction of metals from low grade ore economically viable .,2
neutral,"Virala Oy Ab was allocated by the Board of Directors an amount of EUR 1,9 million which is EUR 0,25 million lower than maximum announced on 12/30/2010 .",2
neutral,The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News .,2
neutral,"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. .",2
neutral,Renesas Mobile Europe Ltd has approximately 470 employees in Oulu .,2
neutral,"With the government exempting certain stainless steel products from anti-dumping duties , Finland-based Outokumpu today said it will look to enter into supply pacts with the Indian Railways soon .",2
neutral,The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI .,2
positive,"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .",0
negative,"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",1
neutral,"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights .",2
positive,The company expects its net sales in the first half of 2008 to reach the previous year 's level .,0
negative,"Operating profit for the 12-month period decreased from EUR2 .9 m while turnover increased from EUR24 .5 m , as compared to the financial year 2004 .",1
neutral,Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,2
neutral,"The sale will be finalized in September or October , the company said .",2
positive,He believes that the soy-oats have a good chance of entering the UK market .,0
positive,Demand was brisk as expected and order levels have remained high .,0
positive,"Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure .",0
neutral,GE is building the facility with wind power developer Invenergy Wind LLC .,2
positive,Satama 's net sales would be higher than the year before .,0
neutral,`` We could be there .,2
neutral,The sales price was not disclosed .,2
negative,"As a result , the company has decided it will implement fixed-term temporary lay-offs .",1
positive,"Consumer products manufacturer Fiskars Corp. will open a distribution and warehouse center in Southaven , creating 100 jobs .",0
neutral,"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",2
positive,The bank sees a potential for Getinge share to rise .,0
negative,Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .,1
neutral,"According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad .",2
neutral,26 January 2011 - Finnish software solutions provider Basware ( HEL : BAS1V ) said yesterday it adjusted its strategy and goals for the next four years with focus on international growth mainly via acquisitions .,2
negative,"Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 .",1
neutral,The purchase price was not disclosed .,2
neutral,Finnish plumbing and heating systems supplier Uponor announced a company-wide cost reduction program in August 2008 .,2
neutral,The deliveries are scheduled for the summer and autumn of 2008 .,2
positive,"To prove the efficiency of the China Mobile system , Rod Baber , an English climber , climbed to the Mount Everest summit and successfully made calls .",0
negative,"In Q1 of 2009 , Bank of +_land 's net interest income weakened by 10 % to EUR 9.1 mn .",1
positive,The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .,0
positive,"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",0
negative,Nokia Siemens Networks has struggled to make a profit in the past two years .,1
neutral,"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , from where they will be delivered to VR for welding and assembly .",2
neutral,"Through the Nordic Exchange , OMX offers access to approximately 80 percent of the Nordic and Baltic securities market .",2
neutral,Implementation of the project will be carried out by the Finnish company YIT in association with the investment fund Evli Property Investment Russia ( EPI ) .,2
neutral,"At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % .",2
positive,"At a press conference , Lattelecom board chairman Nils Melngailis explained that Blackstone had been chosen for its experience in the IT sector as well as its financial strength .",0
positive,"Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft has announced plans to recruit more than 650 new staffers to fulfill new orders in P+_cs , where the company has two plants .",0
neutral,Net profit in the same period in 2006 was 36.6 million euros .,2
neutral,The contract is for next year .,2
neutral,Terms were not disclosed .,2
negative,"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .",1
neutral,Stora Enso will receive a 19.9 pct equity interest in the combined company .,2
positive,"According to Bosse , the present cooperation is beneficial to all parties , however .",0
positive,"At the seminar , a memorandum of understanding on co-operation was signed between the Finnish Kemira Company and Vietnam National Chemical Corporation .",0
positive,"Dubai Nokia has announced the launch of `` Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music .",0
neutral,"Outotec , headquartered in Espoo , Finland , is a leading provider of process solutions , technologies and services for the mining and metallurgical industries .",2
